image_size,pixels_calculated,recursion_count,cpp_seconds,cpp_pixels_per_second,python_seconds,python_pixels_per_second
819200,819200,1,0.3654749393463135,2241466.956572226,13.171522855758667,62194.78256015332
819200,4076830,5,1.2464447021484375,3270766.8402560996,67.66765975952148,60247.834999589315
819200,8105885,10,2.575749635696411,3147000.348039802,131.75711917877197,61521.419491585075
819200,16021670,20,3.8963708877563477,4111946.8504256736,254.2364501953125,63018.77637015324
819200,31290940,40,7.670377254486084,4079452.5434455303,526.7506558895111,59403.70391596332
