time,recursion_count,image_size,pixels_calculated,cpp_seconds,cpp_pixels_per_second,python_seconds,python_pixels_per_second
1554320550.9378965,1,819200,819200,0.3690457344055176,2219779.0778414486,13.718204736709595,59716.26868987018
1554320565.0318758,5,819200,4076830,1.372450828552246,2970474.362495388,68.05688881874084,59903.26726303954
1554320634.467223,10,819200,8105885,2.5398590564727783,3191470.400431205,133.1574673652649,60874.430554951214
1554320770.1708682,20,819200,16021670,4.117303371429443,3891301.79504786,269.73595094680786,59397.60696993441
1554321044.0306408,40,819200,31290940,7.817023515701294,4002922.5877533737,517.3973817825317,60477.57700705172
1554321569.2524366,80,819200,59636280,15.119697332382202,3944277.368057865,991.0871496200562,60172.589285273454
